Year,Position,Team,Played,Wins,Draws,Losses,For,Against,Percentage,Points,Premiers
2008,1,Geelong,22,21,,1,2672,1651,161.8,84,False
2008,2,Hawthorn,22,17,,5,2434,1846,131.9,68,True
2008,3,Western Bulldogs,22,15,1,6,2506,2112,118.7,62,False
2008,4,St Kilda,22,13,,9,2126,1923,110.6,52,False
2008,5,Adelaide,22,13,,9,2017,1838,109.7,52,False
2008,6,Sydney,22,12,1,9,2095,1863,112.5,50,False
2008,7,North Melbourne,22,12,1,9,2121,2187,97.0,50,False
2008,8,Collingwood,22,12,,10,2267,2038,111.2,48,False
2008,9,Richmond,22,11,1,10,2228,2288,97.4,46,False
2008,10,Brisbane Lions,22,10,,12,2156,2200,98.0,40,False
2008,11,Carlton,22,10,,12,2217,2354,94.2,40,False
2008,12,Essendon,22,8,,14,2130,2608,81.7,32,False
2008,13,Port Adelaide,22,7,,15,2118,2208,95.9,28,False
2008,14,Fremantle,22,6,,16,1988,2121,93.7,24,False
2008,15,West Coast,22,4,,18,1670,2535,65.9,16,False
2008,16,Melbourne,22,3,,19,1629,2602,62.6,12,False
